SAMPLE_ID,식품명,식품상세분류,1회제공량,내용량_단위,에너지(kcal),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),총 식이섬유(g),총 아미노산(mg),콜레스테롤(mg),총 포화 지방산(g),총 불포화지방산(g),트랜스 지방산(g),출처,발행기관
R002859-ZZ-AVG,"치즈, 브릭",우유 및 유제품류,100,g,371,41.11,23.24,29.68,2.79,0.51,0,"24,996",94,18.764,9.382,-,USDA('18),국립농업과학원
R002860-ZZ-AVG,"치즈, 블루",우유 및 유제품류,100,g,353,42.41,21.40,28.74,2.34,0.50,0,"22,975",75,18.669,8.578,-,USDA('18),국립농업과학원
R002861-ZZ-AVG,"치즈, 체다",우유 및 유제품류,100,g,298,49.3,18.76,21.30,6.17,0.24,0,"18,519",64.62,14.46,4.42,1.29,농진청('16),국립농업과학원
R002862-ZZ-AVG,"치즈, 카테지",우유 및 유제품류,100,g,99,79.0,13.3,4.5,1.9,0.5,0,"15,320",20,2.73,1.13,-,JAPAN('20),국립농업과학원
R002863-ZZ-AVG,"치즈, 크림",우유 및 유제품류,100,g,350,52.62,6.15,34.44,5.52,3.76,0,"6,665",101,20.213,10.390,1.173,USDA('18),국립농업과학원
R002864-ZZ-AVG,"치즈, 파르메산(파마산)",우유 및 유제품류,100,g,420,22.65,28.42,27.84,13.91,0.07,0,"30,716",86,15.371,8.516,0.876,USDA('18),국립농업과학원
R002865-ZZ-AVG,"커피크리머, 가루",우유 및 유제품류,100,g,514,2.8,1.57,29.11,62.20,4.29,0,"1,541",0,27.42,0.01,0,농진청('16),국립농업과학원
R002866-ZZ-AVG,"커피크리머, 액상, 식물성지방",우유 및 유제품류,100,g,244,68.4,4.3,24.8,1.8,-1.8,0,"-4,356",3,5.70,17.79,-,JAPAN('20),국립농업과학원
R002867-ZZ-AVG,"커피크리머, 액상, 유지방",우유 및 유제품류,100,g,205,70.3,5.2,18.3,5.5,-1.5,0,"5,483",50,11.57,5.31,-,JAPAN('20),국립농업과학원
R002868-ZZ-AVG,"크림, 생크림",우유 및 유제품류,100,g,368,54.9,2.03,37.81,4.98,0,0,"1,664",107.17,25.23,9.23,1.30,농진청('19),국립농업과학원
R002869-ZZ-AVG,"크림, 휘핑, 동물성",우유 및 유제품류,100,g,354,55.7,2.01,35.55,6.43,0,0,"1,521",106.07,24.00,8.34,1.06,농진청('19),국립농업과학원
R002870-ZZ-AVG,"크림, 휘핑, 식물성",우유 및 유제품류,100,g,268,60.0,0.11,21.76,17.96,0,0,0,0,20.25,0.07,0.01,농진청('19),국립농업과학원
R002871-ZZ-AVG,고추기름,유지류,100,g,919,0,0.02,99.80,0,0,0,5,0,14.97,79.87,0.62,농진청('14),국립농업과학원
R002872-ZZ-AVG,닭기름,유지류,100,g,900,0.20,0,99.80,0,0,0,0,85,29.800,65.600,-,USDA('18),국립농업과학원
R002873-ZZ-AVG,돼지기름,유지류,100,g,915,0,0,99.38,0.58,0,0,0,49.19,37.38,56.00,0.69,농진청('19),국립농업과학원
R002874-ZZ-AVG,들기름,유지류,100,g,920,0.1,0,99.86,0,0,0,22,0,7.63,87.47,0.41,농진청('13),국립농업과학원
R002875-ZZ-AVG,땅콩 버터,유지류,100,g,658,0.3,25.80,51.91,18.90,9.41,6.0,"21,460",0,10.98,38.65,0.04,농진청('13),국립농업과학원
R002876-ZZ-AVG,"땅콩 버터, 청크",유지류,100,g,589,1.14,24.06,49.94,21.57,8.41,8.0,"23,299",0,7.607,37.055,-,USDA('18),국립농업과학원
R002877-ZZ-AVG,"땅콩 버터, 크림",유지류,100,g,598,1.23,22.21,51.36,22.31,10.49,5.0,"23,619",0,10.325,38.476,0.075,USDA('18),국립농업과학원
R002878-ZZ-AVG,땅콩기름,유지류,100,g,884,0,0,100.00,0,0,0,0,0,16.900,78.200,-,USDA('18),국립농업과학원
R002879-ZZ-AVG,마가린,유지류,100,g,714,14.5,0.20,72.41,12.06,0,0,11,24.92,51.68,16.44,1.78,농진청('17),국립농업과학원
R002880-ZZ-AVG,면실유,유지류,100,g,883,0,0,100.0,0,-,0,-,0,21.06,71.29,-,JAPAN('20),국립농업과학원
R002881-ZZ-AVG,버터,유지류,100,g,761,15.3,0.59,82.04,1.81,0.66,0,517,232.12,48.05,17.80,3.09,농진청('14),국립농업과학원
R002882-ZZ-AVG,복숭아씨기름,유지류,100,g,911,0.3,0.5,98.9,0.3,-,-,-,-,-,-,-,농진청('98),국립농업과학원
R002883-ZZ-AVG,쇠기름,유지류,100,g,869,Tr,0.2,99.8,0,-,0,-,100,41.05,48.62,-,JAPAN('20),국립농업과학원
R002884-ZZ-AVG,쇼트닝,유지류,100,g,917,0,0,99.52,0.48,0,0,0,0,55.50,38.19,0.47,농진청('19),국립농업과학원
R002885-ZZ-AVG,쌀겨기름(미강유),유지류,100,g,921,0,0,99.95,0.05,0,0,0,0,22.31,71.58,0.51,농진청('18),국립농업과학원
R002886-ZZ-AVG,아마씨유,유지류,100,g,884,0.12,0.11,99.98,0,0,0,-,0,8.976,86.287,0.094,USDA('18),국립농업과학원
R002887-ZZ-AVG,아몬드유,유지류,100,g,884,0,0,100.00,0,0,0,0,0,8.200,87.300,-,USDA('18),국립농업과학원
R002888-ZZ-AVG,아보카도유,유지류,100,g,917,0,0,99.52,0.48,0,0,0,0,14.35,79.78,0.31,농진청('19),국립농업과학원
R002889-ZZ-AVG,연어기름,유지류,100,g,902,0,0,100.00,0,-,0,-,485,19.872,69.361,-,USDA('18),국립농업과학원
R002890-ZZ-AVG,옥수수기름,유지류,100,g,919,0,0,99.74,0.17,0,0,0,0,13.27,81.78,0.35,농진청('14),국립농업과학원
R002891-ZZ-AVG,올리브유,유지류,100,g,921,0.1,0,100.00,0,0,0,0,0,15.73,79.59,0.06,농진청('17),국립농업과학원
R002892-ZZ-AVG,유채씨기름,유지류,100,g,920,0,0.02,99.85,0.10,0,0,0,0,7.64,86.52,1.38,농진청('16),국립농업과학원
R002893-ZZ-AVG,잇꽃씨기름,유지류,100,g,892,0,0,100.0,0,-,0,-,0,7.36,86.86,-,JAPAN('20),국립농업과학원
R002894-ZZ-AVG,참기름,유지류,100,g,917,0.2,0,99.59,0.14,0,0,41,0,14.65,80.33,0.29,농진청('13),국립농업과학원
R002895-ZZ-AVG,코코넛유,유지류,100,g,918,0,0,99.67,0.33,0,0,0,0,88.03,4.81,0,농진청('19),국립농업과학원
R002896-ZZ-AVG,콩기름,유지류,100,g,915,0,0,99.31,0.66,0,0,0,0,14.62,78.99,1.38,농진청('16),국립농업과학원
R002897-ZZ-AVG,팜유,유지류,100,g,917,0,0,99.56,0.44,0,0,0,0,46.21,47.81,0.46,농진청('19),국립농업과학원
R002898-ZZ-AVG,포도씨유,유지류,100,g,920,0,0,99.93,0.01,0,0,0,0,10.02,84.89,0.69,농진청('16),국립농업과학원
R002899-ZZ-AVG,해바라기유,유지류,100,g,919,0,0,99.76,0.20,0,0,0,0,10.75,83.42,0.80,농진청('19),국립농업과학원
R002900-ZZ-AVG,호두유,유지류,100,g,917,0,0,99.57,0.39,0,0,0,0,9.13,85.14,0.17,농진청('19),국립농업과학원
R002901-ZZ-AVG,혼합식물성유,유지류,100,g,886,0,0,100.0,0,-,0,-,2,10.97,82.04,-,JAPAN('20),국립농업과학원
R002902-ZZ-AVG,"감잎차, 가루",차류,100,g,335,9.1,12.2,2.8,67.5,-,-,-,-,-,-,-,농진청('84),국립농업과학원
R002903-ZZ-AVG,"결명자차, 말린것",차류,100,g,391,3.5,19.8,4.9,67.0,-,-,-,-,-,-,-,농진청('03),국립농업과학원
R002904-ZZ-AVG,"계피차, 가루",차류,100,g,357,9.1,0,1.4,89.0,-,-,-,-,-,-,-,국('77),국립농업과학원
R002905-ZZ-AVG,"구기자차, 말린것",차류,100,g,384,12.5,14.6,10.7,57.2,-,-,-,-,-,-,-,국('78),국립농업과학원
R002906-ZZ-AVG,"구절초차, 말린것",차류,100,g,345,7.7,11.1,1.3,72.1,-,-,-,-,-,-,-,농진청('09),국립농업과학원
R002907-ZZ-AVG,"국화차, 말린것",차류,100,g,358,5.5,14.5,2.3,69.9,-,-,-,-,-,-,-,농진청('09),국립농업과학원
R002908-ZZ-AVG,"녹차, 가루",차류,100,g,379,2.8,22.37,2.47,66.91,-,40.4,"19,474",0,0.60,1.77,0,농진청('13),국립농업과학원
R002909-ZZ-AVG,"녹차, 말린것",차류,100,g,388,0.9,26.66,2.73,64.17,0,35.4,"19,193",0,0.66,1.95,0,농진청('13),국립농업과학원
R002910-ZZ-AVG,"녹차, 인동녹차, 말린것",차류,100,g,329,11.9,16.8,1.0,63.3,-,-,-,-,-,-,-,농진청('98),국립농업과학원
R002911-ZZ-AVG,"녹차, 장군차, 말린것",차류,100,g,361,5.7,28.0,1.0,59.9,-,-,-,-,-,-,-,농진청('10),국립농업과학원
R002912-ZZ-AVG,녹차,차류,100,g,2,99.5,0.05,0,0.40,0,0,25,0,0,0,0,농진청('13),국립농업과학원
R002913-ZZ-AVG,"녹차, 현미",차류,100,g,1,99.8,0.02,0,0.15,0,0,13,0,0,0,0,농진청('14),국립농업과학원
R002914-ZZ-AVG,"녹차라떼, 가루",차류,100,g,466,2.9,5.28,17.16,72.50,28.90,9.5,"4,944",8.28,12.37,0.36,0.06,농진청('18),국립농업과학원
R002915-ZZ-AVG,다래나무순차,차류,100,g,1,99.8,0.1,0,0.1,-,-,-,-,-,-,-,농진청('09),국립농업과학원
R002916-ZZ-AVG,대추차,차류,100,g,75,81.6,0.12,0.44,17.75,12.40,0.2,152,0,0.04,0.38,0,농진청('16),국립농업과학원
R002917-ZZ-AVG,도라지차,차류,100,g,22,94.5,0.3,-,5.1,-,-,-,-,-,-,-,농진청('00),국립농업과학원
R002918-ZZ-AVG,"두충차, 가루",차류,100,g,354,7.7,14.3,3.8,67.9,-,-,-,-,-,-,-,농진청('03),국립농업과학원
R002919-ZZ-AVG,둥굴레차,차류,100,g,1,99.7,0,0.01,0.27,0,0,0,0,0,0,0,농진청('14),국립농업과학원
R002920-ZZ-AVG,민들레차,차류,100,g,0,99.9,0.01,0,0.05,0.05,0,0,0,0,0,0,농진청('16),국립농업과학원
R002921-ZZ-AVG,보리차,차류,100,g,0,99.9,0,0,0.07,0,0,0,0,0,0,0,농진청('16),국립농업과학원
R002922-ZZ-AVG,보이차,차류,100,g,0,99.9,0.12,0,0,0.05,0,108,0,0,0,0,농진청('16),국립농업과학원
R002923-ZZ-AVG,사과차,차류,100,g,167,54.1,0.1,0,41.6,-,-,-,-,-,-,-,농진청('09),국립농업과학원
R002924-ZZ-AVG,"상지차, 말린것",차류,100,g,360,9.6,6.0,2.4,78.6,-,-,-,-,-,-,-,농진청('97),국립농업과학원
R002925-ZZ-AVG,"생강차, 가루",차류,100,g,353,8.8,0.1,0.2,90.7,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R002926-ZZ-AVG,생강청,차류,100,g,246,39.1,0.10,0.65,59.90,57.61,-,52,0,0.01,0.01,0,농진청('19),국립농업과학원
R002927-ZZ-AVG,"쌍화차, 가루",차류,100,g,411,1.2,1.64,3.81,92.61,42.60,-,"1,126",0,0.24,2.37,0,농진청('19),국립농업과학원
R002928-ZZ-AVG,"쑥차, 말린것",차류,100,g,338,8.2,26.3,0.8,56.4,-,-,-,-,-,-,-,농진청('08),국립농업과학원
R002929-ZZ-AVG,야콘차,차류,100,g,98,74.2,0.6,0,24.0,-,-,-,-,-,-,-,농진청('08),국립농업과학원
R002930-ZZ-AVG,"오미자차, 말린것",차류,100,g,371,12.0,16.3,7.0,60.8,-,-,-,-,-,-,-,농진청('83),국립농업과학원
R002931-ZZ-AVG,우롱차,차류,100,g,0,99.8,Tr,0,0.1,-,-,-,0,-,-,-,JAPAN('20),국립농업과학원
R002932-ZZ-AVG,"우롱차, 캔",차류,100,g,0,99.8,0,0,0.1,-,-,-,-,-,-,-,농진청('03),국립농업과학원
R002933-ZZ-AVG,유자청,차류,100,g,246,36.6,0.2,0.2,62.8,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R002934-ZZ-AVG,"유자차, 고형물 포함",차류,100,g,73,81.8,0.03,0.01,18.05,13.60,1.6,92,0,0,0,0,농진청('16),국립농업과학원
R002935-ZZ-AVG,"율무차, 가루",차류,100,g,463,2.8,8.57,17.17,68.56,23.46,-,"6,650",0,7.94,7.05,0.09,농진청('19),국립농업과학원
R002936-ZZ-AVG,"인삼차, 과립차, 가루",차류,100,g,397,1.4,0.89,0.78,96.52,82.50,0,330,0,0.01,0.02,0,농진청('19),국립농업과학원
R002937-ZZ-AVG,"치커리차, 말린것",차류,100,g,369,3.8,7.3,0.2,84.6,-,-,-,-,-,-,-,농진청('95),국립농업과학원
R002938-ZZ-AVG,카모마일차,차류,100,g,1,99.70,0,0,0.20,0,0,-,0,0.002,0.006,0,USDA('18),국립농업과학원
R002939-ZZ-AVG,"커피, 아메리카노(2샷)",차류,100,g,2,99.4,0.02,0.02,0.48,0.01,0,18,0,0.01,0.01,0,농진청('17),국립농업과학원
R002940-ZZ-AVG,"커피, 에스프레소",차류,100,g,22,93.9,0.20,0.22,4.93,0.04,0,164,0,0.05,0.07,0,농진청('17),국립농업과학원
R002941-ZZ-AVG,"커피, 원두",차류,100,g,4,98.6,0.2,Tr,0.7,0,-,-98,0,-0.01,-0.01,-,JAPAN('20),국립농업과학원
R002942-ZZ-AVG,"커피, 캔",차류,100,g,38,90.5,0.81,0.12,8.34,7.06,1.0,663,0,0.09,0.02,0,농진청('15),국립농업과학원
R002943-ZZ-AVG,"커피, 커피가루, 디카페인",차류,100,g,351,3.20,11.60,0.20,76.00,0,0,"5,560",0,0.101,0.122,0,USDA('18),국립농업과학원
R002944-ZZ-AVG,"커피, 커피가루, 인스턴트",차류,100,g,348,3.6,19.81,0.49,66.06,0,0,"13,997",0,0.20,0.25,0.02,농진청('17),국립농업과학원
R002945-ZZ-AVG,"커피, 커피가루, 물에 탄것(중량 1g)",차류,100,g,4,99.0,0.20,0.01,0.70,0,0,140,0,0,0,0,농진청('17),국립농업과학원
R002946-ZZ-AVG,"커피, 커피가루, 설탕, 인스턴트",차류,100,g,374,1.2,6.60,0.17,88.65,62.33,0,"4,663",0,0.07,0.09,0.01,농진청('17),국립농업과학원
R002947-ZZ-AVG,"커피, 커피가루, 설탕, 물에 탄것(중량 2.7g)",차류,100,g,17,95.8,0.18,0,3.98,1.68,0,126,0,0,0,0,농진청('17),국립농업과학원
R002948-ZZ-AVG,"커피, 커피가루, 설탕, 크림, 인스턴트",차류,100,g,426,1.7,3.59,8.54,83.80,49.52,0.8,"3,133",0,8.01,0.03,0.01,농진청('14),국립농업과학원
R002949-ZZ-AVG,"커피, 커피가루, 설탕, 크림, 물에 탄것(중량 12g)",차류,100,g,51,88.2,0.43,1.03,10.06,5.94,0.1,375,0,0.96,0,0,농진청('14),국립농업과학원
R002950-ZZ-AVG,"코코아, 가루",차류,100,g,268,1.7,22.85,20.06,43.63,0.49,0,"14,448",0,12.11,6.88,0.01,농진청('19),국립농업과학원
R002951-ZZ-AVG,"코코아, 밀크코코아, 가루",차류,100,g,423,1.6,9.84,9.45,74.63,55.67,5.1,"7,824",0,7.86,0.53,0.03,농진청('17),국립농업과학원
R002952-ZZ-AVG,헛개 음료,차류,100,g,1,99.7,0,0,0.26,0.05,0,-,0,0,0,0,농진청('16),국립농업과학원
R002953-ZZ-AVG,"홍삼차, 가루",차류,100,g,382,1.7,1.3,0.7,95.8,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R002954-ZZ-AVG,홍삼 음료,차류,100,g,40,90.1,0.28,0.24,9.27,6.32,0,188,0,0,0,0,농진청('19),국립농업과학원
R002955-ZZ-AVG,홍차,차류,100,g,2,99.4,0.23,0.04,0.26,0.03,0,164,0,0,0,0,농진청('17),국립농업과학원
R002956-ZZ-AVG,"홍차, 레몬",차류,100,g,33,91.7,-,-,8.3,-,-,-,-,-,-,-,농진청('01),국립농업과학원
R002957-ZZ-AVG,"홍차, 복숭아, 가루",차류,100,g,397,0.9,0.32,0.38,98.12,42.31,0,81,0,0,0,0,농진청('19),국립농업과학원
R002958-ZZ-AVG,"홍차, 복숭아, 캔",차류,100,g,30,92.4,0,0,7.59,6.27,0.4,0,0,0,0,0,농진청('16),국립농업과학원
R002959-ZZ-AVG,레모네이드,음료류,100,g,38,90.4,0,0,9.56,8.71,0,15,0,0,0,0,농진청('16),국립농업과학원
R002960-ZZ-AVG,매실 음료,음료류,100,g,44,88.9,0.06,0.01,11.02,9.85,0.1,26,0,0,0,0,농진청('19),국립농업과학원
R002961-ZZ-AVG,"셰이크, 딸기맛",음료류,100,g,113,74.10,3.40,2.80,18.90,-,0.4,"3,528",11,1.734,-,0,USDA('18),국립농업과학원
R002962-ZZ-AVG,"셰이크, 바닐라맛",음료류,100,g,148,69.65,3.37,6.52,19.59,13.63,0.9,"3,785",23,3.962,2.101,-,USDA('18),국립농업과학원
R002963-ZZ-AVG,"셰이크, 초콜릿맛",음료류,100,g,119,72.20,3.05,2.70,21.15,20.85,0.3,"3,203",11,1.681,0.880,-,USDA('18),국립농업과학원
R002964-ZZ-AVG,"식혜, 캔",음료류,100,g,32,92.0,0.06,0,7.91,5.94,1.0,59,0,0,0,0,농진청('16),국립농업과학원
R002965-ZZ-AVG,쌀 음료,음료류,100,g,54,87.5,0.2,0.8,11.4,-,-,-,-,-,-,-,농진청('10),국립농업과학원
R002966-ZZ-AVG,"이온 음료, 레몬향",음료류,100,g,37,90.7,0,0,9.16,5.62,0,0,0,0,0,0,농진청('16),국립농업과학원
R002967-ZZ-AVG,"젖산 음료, 복숭아맛",음료류,100,g,36,90.8,0.21,0.01,8.85,7.32,1.8,190,0,0,0,0,농진청('16),국립농업과학원
R002968-ZZ-AVG,채소 주스,음료류,100,g,39,89.5,0.86,0.05,8.66,7.13,0.5,964,0,0.01,0.03,0,농진청('16),국립농업과학원
R002969-ZZ-AVG,"채소 주스, 녹즙",음료류,100,g,28,92.5,0.99,0.11,5.67,1.88,1.2,682,0,0.02,0.08,0,농진청('16),국립농업과학원
R002970-ZZ-AVG,"탄산 음료, 레몬소다",음료류,100,g,44,89.1,0,0,10.88,9.19,0,8,0,0,0,0,농진청('16),국립농업과학원
R002971-ZZ-AVG,"탄산 음료, 보리소다",음료류,100,g,47,88.2,0,0,11.77,9.73,0,0,0,0,0,0,농진청('16),국립농업과학원
R002972-ZZ-AVG,"탄산 음료, 사이다",음료류,100,g,40,90.0,0,0,9.98,8.81,0,0,0,0,0,0,농진청('16),국립농업과학원
R002973-ZZ-AVG,"탄산 음료, 소다수",음료류,100,g,0,99.90,0,0,0,0,0,0,0,0,0,0,USDA('18),국립농업과학원
R002974-ZZ-AVG,"탄산 음료, 오렌지소다",음료류,100,g,48,87.9,0,0,12.08,10.66,0,0,0,0,0,0,농진청('16),국립농업과학원
R002975-ZZ-AVG,"탄산 음료, 요구르트소다",음료류,100,g,47,88.2,0,0,11.74,9.42,0,0,0,0,0,0,농진청('16),국립농업과학원
R002976-ZZ-AVG,"탄산 음료, 저칼로리콜라",음료류,100,g,2,99.54,0.11,0.03,0.29,0,0,-,0,0,0,0,USDA('18),국립농업과학원
R002977-ZZ-AVG,"탄산 음료, 진저에일",음료류,100,g,34,91.23,0,0,8.76,8.90,0,-,0,0,0,0,USDA('18),국립농업과학원
R002978-ZZ-AVG,"탄산 음료, 콜라",음료류,100,g,38,90.5,0,0,9.46,9.03,0,1,0,0,0,0,농진청('16),국립농업과학원
R002979-ZZ-AVG,"탄산 음료, 파인애플소다",음료류,100,g,45,88.5,0,0.1,11.3,-,-,-,-,-,-,-,농진청('03),국립농업과학원
R002980-ZZ-AVG,"탄산 음료, 포도소다",음료류,100,g,52,86.9,0,0,13.07,11.17,0,0,0,0,0,0,농진청('16),국립농업과학원
R002981-ZZ-AVG,"혼합 음료, 비타민C 함유",음료류,100,g,56,86.0,0,0.01,13.89,5.68,1.3,0,0,0,0,0,농진청('15),국립농업과학원
R002982-ZZ-AVG,토닉워터,음료류,100,g,34,91.10,0,0,8.80,8.80,0,0,0,0,0,0,USDA('18),국립농업과학원
R002983-ZZ-AVG,"고량주, 알코올 50%",주류,100,g,355,49.8,0,0,0,0,0,0,0,0,0,0,농진청('16),국립농업과학원
R002984-ZZ-AVG,돌복숭아주,주류,100,g,35,92.0,0.1,0.6,7.2,-,-,-,-,-,-,-,농진청('04),국립농업과학원
R002985-ZZ-AVG,드라이진,주류,100,g,280,59.9,0,Tr,0.1,-,0,-,0,-,-,-,JAPAN('20),국립농업과학원
R002986-ZZ-AVG,럼,주류,100,g,237,66.1,0,Tr,0.1,-,0,-,0,-,-,-,JAPAN('20),국립농업과학원
R002987-ZZ-AVG,"막걸리, 알코올 6%",주류,100,g,54,91.2,0.98,0.15,1.56,0.52,0.6,"1,023",0,0.06,0.09,0,농진청('16),국립농업과학원
R002988-ZZ-AVG,매실주,주류,100,g,155,68.9,0.1,Tr,20.7,-,-,-,-,-,-,-,JAPAN('20),국립농업과학원
R002989-ZZ-AVG,"맥주, 알코올 4.5%",주류,100,g,46,92.0,0.21,0.01,3.27,0.17,0,209,0,0,0,0,농진청('16),국립농업과학원
R002990-ZZ-AVG,"맥주, 흑맥주, 알코올 4.2%",주류,100,g,45,91.6,0.4,Tr,3.6,-,0.2,-315.6,0,0,0,-,JAPAN('20),국립농업과학원
R002991-ZZ-AVG,"보드카, 알코올 40%",주류,100,g,237,66.2,0,0,Tr,-,0,-,0,-,-,-,JAPAN('20),국립농업과학원
R002992-ZZ-AVG,"복분자주, 알코올 15%",주류,100,g,137,76.9,0.12,0,7.49,5.38,0.3,111,0,0,0,0,농진청('16),국립농업과학원
R002993-ZZ-AVG,"브랜디, 알코올 43%",주류,100,g,234,66.6,0,0,0,-,0,-,0,-,-,-,JAPAN('20),국립농업과학원
R002994-ZZ-AVG,"샴페인, 알코올 6%",주류,100,g,45,93.4,0,0,0.5,-,-,-,-,-,-,-,국('77),국립농업과학원
R002995-ZZ-AVG,"소주, 알코올 17.8%",주류,100,g,127,82.9,0,0,0.08,0,0,0,0,0,0,0,농진청('16),국립농업과학원
R002996-ZZ-AVG,"소주, 알코올 25%",주류,100,g,178,79.6,0,0,0,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R002997-ZZ-AVG,"오가피주, 알코올 13%",주류,100,g,107,96.2,1.7,-,1.9,-,-,-,-,-,-,-,농진청('99),국립농업과학원
R002998-ZZ-AVG,"위스키, 알코올 40%",주류,100,g,284,60.3,0.03,0,0.07,0.02,0,0,0,0,0,0,농진청('16),국립농업과학원
R002999-ZZ-AVG,"청주, 알코올 16%",주류,100,g,132,79.9,0.41,0,4.24,3.11,0,2,0,0,0,0,농진청('16),국립농업과학원
R003000-ZZ-AVG,"칵테일, 다이키리",주류,100,g,125,74.60,0,0,15.70,-,0,-,0,0,-,0,USDA('18),국립농업과학원
R003001-ZZ-AVG,"칵테일, 위스키사워, 알코올 16.8%",주류,100,g,149,72.60,0,0.03,13.17,-,0,-,0,0.005,0.013,0,USDA('18),국립농업과학원
R003002-ZZ-AVG,"칵테일, 테킬라썬라이즈",주류,100,g,110,78.80,0.30,0.10,11.30,-,0,-,0,-,-,0,USDA('18),국립농업과학원
R003003-ZZ-AVG,"칵테일, 페퍼민트, 알코올 20%",주류,100,g,300,41.0,0,0,37.6,-,-,-,-,-,-,-,JAPAN('20),국립농업과학원
R003004-ZZ-AVG,"칵테일, 피냐콜라다, 알코올 9.9%",주류,100,g,237,54.90,0.60,7.60,27.60,-,0.1,-,0,6.571,0.579,0,USDA('18),국립농업과학원
R003005-ZZ-AVG,"포도주, 백포도주, 무스카데",주류,100,g,82,85.69,0.07,0,5.23,-,-,-,-,-,-,0,USDA('18),국립농업과학원
R003006-ZZ-AVG,"포도주, 백포도주, 샤르도네",주류,100,g,84,86.85,0.07,0,2.16,0.96,0,-,-,-,-,0,USDA('18),국립농업과학원
R003007-ZZ-AVG,"포도주, 백포도주, 쇼비뇽블랑",주류,100,g,81,87.16,0.07,0,2.05,-,-,-,-,-,-,0,USDA('18),국립농업과학원
R003008-ZZ-AVG,"포도주, 백포도주, 알코올 12%",주류,100,g,96,87.9,0.2,0,2.4,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R003009-ZZ-AVG,"포도주, 적포도주, 알코올 12%",주류,100,g,105,86.0,0.2,0,4.8,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R003010-ZZ-AVG,"포도주, 적포도주, 알코올 13%",주류,100,g,101,84.9,0.21,0,1.85,0.02,1.5,0,0,0,0,0,농진청('16),국립농업과학원
R003011-ZZ-AVG,"간장, 개량, 양조",조미료류,100,g,103,60.1,9.15,0,16.54,0,0.8,"7,704",0,0,0,0,농진청('13),국립농업과학원
R003012-ZZ-AVG,"간장, 개량, 산분해",조미료류,100,g,54,72.0,7.41,0.19,5.59,2.78,0.9,"5,172",0,0,0,0,농진청('17),국립농업과학원
R003013-ZZ-AVG,"간장, 재래",조미료류,100,g,34,70.6,5.92,0.03,2.47,0.29,0.4,"4,053",0,0,0.01,0,농진청('20),국립농업과학원
R003014-ZZ-AVG,겨자 페이스트,조미료류,100,g,296,37.0,8.01,12.70,37.36,19.50,19.4,"6,580",0,1.59,10.46,0.10,농진청('14),국립농업과학원
R003015-ZZ-AVG,"겨자, 가루",조미료류,100,g,413,3.8,18.35,22.68,49.97,5.50,37.8,"15,579",0,1.30,23.89,0.05,농진청('13),국립농업과학원
R003016-ZZ-AVG,"계피, 가루",조미료류,100,g,343,10.3,3.55,0.51,81.07,0,61.4,"2,796",0,0.24,0.25,0,농진청('13),국립농업과학원
R003017-ZZ-AVG,"고기 소스, 통조림",조미료류,100,g,96,78.8,3.8,5.0,10.1,-8.4,-,-,-,-,-,-,JAPAN('20),국립농업과학원
R003018-ZZ-AVG,"고추냉이, 가루",조미료류,100,g,299,7.1,29.94,3.45,55.10,30.51,23.4,"20,151",0,0.49,2.30,0.03,농진청('13),국립농업과학원
R003019-ZZ-AVG,"고추냉이, 페이스트",조미료류,100,g,148,56.4,3.03,1.58,35.81,3.18,7.3,"2,165",0,0.21,1.28,0.01,농진청('13),국립농업과학원
R003020-ZZ-AVG,"고추장, 개량",조미료류,100,g,205,35.7,3.66,1.38,51.76,21.84,5.2,"3,106",0,0.32,1.00,0,농진청('16),국립농업과학원
R003021-ZZ-AVG,"고추장, 재래",조미료류,100,g,163,47.1,6.06,2.68,35.24,14.70,6.0,"4,912",0,0.45,1.84,0.01,농진청('20),국립농업과학원
R003022-ZZ-AVG,고춧가루,조미료류,100,g,319,12.5,13.29,8.40,60.62,17.45,37.7,"10,623",0,1.48,6.50,0.05,농진청('14),국립농업과학원
R003023-ZZ-AVG,"골든세이지, 말린것",조미료류,100,g,385,4.8,1.6,9.3,73.6,-,-,-,-,-,-,-,농진청('02),국립농업과학원
R003024-ZZ-AVG,굴 소스,조미료류,100,g,219,32.9,2.49,0.05,52.08,9.21,0,"1,369",0,0.02,0.03,0,농진청('14),국립농업과학원
R003025-ZZ-AVG,"깨소금, 가루, 볶은것",조미료류,100,g,638,6.9,18.1,56.7,13.7,-,-,-,-,-,-,-,국('77),국립농업과학원
R003026-ZZ-AVG,낫토,조미료류,100,g,190,59.5,16.5,10.0,12.1,0.1,6.7,"16,890",Tr,-1.45,-7.86,-,JAPAN('20),국립농업과학원
R003027-ZZ-AVG,데리야끼 소스,조미료류,100,g,89,67.69,5.93,0.02,15.56,14.10,0.1,-,0,0,0,0,USDA('18),국립농업과학원
R003028-ZZ-AVG,"된장, 개량",조미료류,100,g,193,47.8,13.73,7.25,18.94,5.45,10.3,"12,332",0,1.15,5.78,0.01,농진청('14),국립농업과학원
